accepted_name,max_ma,min_ma,ref_author,ref_pubyr,phylum,class,order,family,genus,abund_value,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,formation,stratcomments,environment,collectors,taxonomy_comments,primary_reference
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,12.983333,46.666668,Chaunoproetus (Chaunoproetus) cf. palensis,"GrÃ¼ne Schneid, Karnische Alpen, bed 6A",38608,,AT,,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,13.000000,47.000000,,"Gruene Schneid Bed 6 (praesulcata Zone) (6a,6b1,6b2,6c)",,,AT,Pal Limestone,,marine indet.,,,"H.P. SchÃ¶nlaub, M. Attrep, and K. Boeckelmann, R. Dreesen, R. Feist, A. Feininger, G. Hahn, P. Klein, D. Korn, R. Kratz, M. Magaritz, CJ Orth, J.-M. Schramm. 1992. The Devonian/Carboniferous Boundary in the Carnic Alps (Austria) - A Multidisciplinary Approach. Jahrbuch der Geologischen Bundesanstalt 135(1):57-98"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Feist et al.,2000,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.810000,51.395000,,Brook north of Apricke,,,DE,Wocklum Limestone,Topmost Wocklum Limestone,carbonate indet.,Denckmann,,"R. Feist, U. Lemke, and D. Korn. 2000. Trilobiten aus der Wocklumeria-Stufedes h6chsten Oberdevon von Apricke, Sauerland. Senckenbergia Lethaea 79(2):517-539"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 03,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 01,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 02,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 04,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 05-08,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. PJW: I took the average of the 4 beds over which these species span. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Chaunoproetus) palensis,364.7,360.7,Feist and McNamara,2013,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus (Chaunoproetus),,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 09,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. PJW: I took the average of the 4 beds over which these species span. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"R. Feist and K. J. McNamara. 2013. Patterns Of Evolution And Extinction In Proetid Trilobites During The Late Devonian Mass Extinction Event, Canning Basin, Western Australia. Palaeontology 56(2):229-259"
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.866667,51.333332,Chaunoproetus (Skemmatopyge) tietzei tietzei,Muessenberg Bed 8,,,DE,Wocklum,,,,,
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.866667,51.333332,Chaunoproetus (Skemmatopyge) tietzei tietzei,Muessenberg Bed 10,,,DE,Wocklum,,,,,
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.866667,51.333332,Chaunoproetus (Skemmatopyge) tietzei tietzei,Muessenberg Bed 12,,,DE,Wocklum,,,,,
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Feist et al.,2000,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.810000,51.395000,,Brook north of Apricke,,,DE,Wocklum Limestone,Topmost Wocklum Limestone,carbonate indet.,Denckmann,,"R. Feist, U. Lemke, and D. Korn. 2000. Trilobiten aus der Wocklumeria-Stufedes h6chsten Oberdevon von Apricke, Sauerland. Senckenbergia Lethaea 79(2):517-539"
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 03,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 02,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus (Skemmatopyge) tietzei,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Skemmatopyge,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 04,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Chaunoproetus daihuanensis,364.7,360.7,Wagner,2020,Arthropoda,Trilobita,Proetida,Phillipsiidae,Chaunoproetus,9,106.366669,25.733334,sp. nov.,"Top of upper member, 1.5 km east of Daihua",,,CN,Daihua,The upper member is 35.4 m thick.,basinal (carbonate),,"""...abundant ammonoids and numerous trilobites are concentrated at the top [of the member].""",P. Wagner. 2020. Subspecies kluges: a pointless taxonomic database to create species opinions for subspecies that then will be over-ruled and allow subspecies to be recognized.
Cyrtosymbole (Cyrtosymbole) niazensis,364.7,360.7,Feist et al.,2003,Arthropoda,Trilobita,Proetida,Phillipsiidae,Cyrtosymbole (Cyrtosymbole),,57.099998,33.666668,,"Top of Hill III. Northwest of Niaz, Kale Sardar",,,IR,Shishtu,"""Cephalopod beds of StÃ´cklin et a|.,1965",,,,
Eowinterbergia funirepa,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Eowinterbergia,,12.983333,46.666668,Semiproetus (Macrobole) cf. funirepa,"GrÃ¼ne Schneid, Karnische Alpen, bed 6B",38608,,AT,,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Eowinterbergia funirepa,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Eowinterbergia,,13.000000,47.000000,,"Gruene Schneid Bed 6 (praesulcata Zone) (6a,6b1,6b2,6c)",,,AT,Pal Limestone,,marine indet.,,,"H.P. SchÃ¶nlaub, M. Attrep, and K. Boeckelmann, R. Dreesen, R. Feist, A. Feininger, G. Hahn, P. Klein, D. Korn, R. Kratz, M. Magaritz, CJ Orth, J.-M. Schramm. 1992. The Devonian/Carboniferous Boundary in the Carnic Alps (Austria) - A Multidisciplinary Approach. Jahrbuch der Geologischen Bundesanstalt 135(1):57-98"
Eowinterbergia funirepa,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Eowinterbergia,,7.866667,51.333332,,Muessenberg Bed 3,,,DE,Wocklum,,,,,
Eowinterbergia funirepa,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Eowinterbergia,,7.866667,51.333332,,Muessenberg Bed 3,,,DE,Wocklum,,,,,
Frithjofia weddigei,364.7,360.7,Basse,2007,Arthropoda,Trilobita,Proetida,Phillipsiidae,Frithjofia,,8.500000,51.266666,,"Wissinghausen-KÃ¼stelberg StraÃŸe, 2.6 km WNW of Niedersfeld",,,DE,Dasberg,,marine indet.,,,M. Basse. 2007. Frithjofia weddigei n. sp.(Drevermanniinae
Haasproetus antedistans,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 9",38596,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Haasproetus antedistans,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 12",38602,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Haasproetus antedistans,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 13",38600,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Haasproetus antedistans,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,13.000000,47.000000,,Gruene Schneid Bed 9,,,AT,Pal Limestone,"Kaiser, Kumpan & Rasser (2020",,,,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,13.000000,47.000000,,Gruene Schneid Bed 13,,,AT,Pal Limestone,Kaiser (2007,,,,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,13.000000,47.000000,,Gruene Schneid Bed 12,,,AT,Pal Limestone,,marine indet.,,List contains trilobites only,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.866667,51.333332,,Muessenberg Bed 4,,,DE,Wocklum,,,,,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.866667,51.333332,,Muessenberg Bed 5,,,DE,Wocklum,,,,,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.866667,51.333332,,Muessenberg Bed 8,,,DE,Wocklum,,,,,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.866667,51.333332,,Muessenberg Bed 10,,,DE,Wocklum,,,,,
Haasproetus antedistans,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.866667,51.333332,,Muessenberg Bed 12,,,DE,Wocklum,,,,,
Haasproetus aprickensis,364.7,360.7,Feist et al.,2000,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.810000,51.395000,,Brook north of Apricke,,,DE,Wocklum Limestone,Topmost Wocklum Limestone,carbonate indet.,Denckmann,,"R. Feist, U. Lemke, and D. Korn. 2000. Trilobiten aus der Wocklumeria-Stufedes h6chsten Oberdevon von Apricke, Sauerland. Senckenbergia Lethaea 79(2):517-539"
Haasproetus wildungensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.866667,51.333332,,Muessenberg Bed 12,,,DE,Wocklum,,,,,
Haasproetus wildungensis,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Haasproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 03,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 6A",38608,,AT,,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 8",42405,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 8",42405,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 9",38596,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 9",38596,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 13",38600,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 15",38599,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus carintiacus,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,13.000000,47.000000,,Gruene Schneid Bed 9,,,AT,Pal Limestone,"Kaiser, Kumpan & Rasser (2020",,,,
Helioproetus carintiacus,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,13.000000,47.000000,,Gruene Schneid Bed 9,,,AT,Pal Limestone,"Kaiser, Kumpan & Rasser (2020",,,,
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,13.000000,47.000000,,Gruene Schneid Bed 15,,,AT,Pal Limestone,Kaiser (2007,,,,
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,13.000000,47.000000,,Gruene Schneid Bed 13,,,AT,Pal Limestone,Kaiser (2007,,,,
Helioproetus carintiacus,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,13.000000,47.000000,,Gruene Schneid Bed 8,,,AT,Pal Limestone,"Kaiser, Kumpan & Rasser (2020",,,,
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.866667,51.333332,,Muessenberg Bed 8,,,DE,Wocklum,,,,,
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.866667,51.333332,,Muessenberg Bed 10,,,DE,Wocklum,,,,,
Helioproetus carintiacus,364.7,360.7,Feist et al.,2000,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.810000,51.395000,,Brook north of Apricke,,,DE,Wocklum Limestone,Topmost Wocklum Limestone,carbonate indet.,Denckmann,,"R. Feist, U. Lemke, and D. Korn. 2000. Trilobiten aus der Wocklumeria-Stufedes h6chsten Oberdevon von Apricke, Sauerland. Senckenbergia Lethaea 79(2):517-539"
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 03,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 01,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 02,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 04,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 05-08,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. PJW: I took the average of the 4 beds over which these species span. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus carintiacus,364.7,360.7,Feist and McNamara,2013,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.833333,51.400002,,Ober-RÃ¶dinghausen Bed 09,,"Ober-Roedinghausen D/C boundary section, Famennian part",DE,Wocklum Limestone,Series of beds below the thick (several m) Hangenberg shale interval. PJW: I took the average of the 4 beds over which these species span. Klein (2016) puts this into an ammonite zone.,marine indet.,,,"R. Feist and K. J. McNamara. 2013. Patterns Of Evolution And Extinction In Proetid Trilobites During The Late Devonian Mass Extinction Event, Canning Basin, Western Australia. Palaeontology 56(2):229-259"
Helioproetus carintiacus,364.7,360.7,Brauckmann et al.,1993,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,4.500000,44.000000,,"La Serre D/C boundary section, Famennian part",,,FR,Griottes,latest Famennian. Approx D/C boundary (praesulcata/sulcata boundary) between beds 88 and 89. PJW: This is now the Griottes Formation.,marine indet.,,,"C. Brauckmann, I. Chlupac, and R. Feist. 1993. Trilobites at the Devonian-Carboniferous boundary. Annales de la Societe geologique de Belgique 115(2):507-518"
Helioproetus costifusus,364.7,360.7,Feist et al.,2000,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,7.810000,51.395000,,Brook north of Apricke,,,DE,Wocklum Limestone,Topmost Wocklum Limestone,carbonate indet.,Denckmann,,"R. Feist, U. Lemke, and D. Korn. 2000. Trilobiten aus der Wocklumeria-Stufedes h6chsten Oberdevon von Apricke, Sauerland. Senckenbergia Lethaea 79(2):517-539"
Helioproetus ebersdorfensis,364.7,360.7,Feist,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,12.983333,46.666668,,"GrÃ¼ne Schneid, Karnische Alpen, bed 9",38596,,AT,Pal Grande,latest Famennian,offshore,,,"R. Feist. 1992. Trilobiten aus dem Devon/Karbon-Grenzprofil an der GrÃ¼nen Schneid (Zentrale Karnische Alpen, Ã–sterreich). Jahrbuch der Geologischen Bundesanstalt 135(1):21-47"
Helioproetus ebersdorfensis,364.7,360.7,SchÃ¶nlaub et al.,1992,Arthropoda,Trilobita,Proetida,Phillipsiidae,Helioproetus,,13.000000,47.000000,,Gruene Schneid Bed 9,,,AT,Pal Limestone,"Kaiser, Kumpan & Rasser (2020",,,,
Mirabole (Mirabole) crassa,364.7,360.7,Yuan and Xiang,1998,Arthropoda,Trilobita,Proetida,Phillipsiidae,Mirabole (Mirabole),,111.045021,26.201868,Mirabole (Mirabole) crassa xiakouensis,CH24. Section D,,,CN,Yonghsien,,carbonate indet.,,,J. Yuan and L.-W. Xiang. 1998. Trilobite fauna at the Devonian-Carboniferous boundary in South China (S-Guizhou and N-Guangxi). 8:1-281
Mirabole (Mirabole) crassa,364.7,360.7,Yuan and Xiang,1998,Arthropoda,Trilobita,Proetida,Phillipsiidae,Mirabole (Mirabole),,111.045021,26.201868,Mirabole (Mirabole) crassa xiakouensis,CH25. Section D,,,CN,Yonghsien,,carbonate indet.,,,J. Yuan and L.-W. Xiang. 1998. Trilobite fauna at the Devonian-Carboniferous boundary in South China (S-Guizhou and N-Guangxi). 8:1-281
Mirabole (Mirabole) crassa,364.7,360.7,Yuan and Xiang,1998,Arthropoda,Trilobita,Proetida,Phillipsiidae,Mirabole (Mirabole),,111.045021,26.201868,Mirabole (Mirabole) crassa xiakouensis,ADZ29. Xiakou Section S,,,CN,Yonghsien,,carbonate indet.,,,J. Yuan and L.-W. Xiang. 1998. Trilobite fauna at the Devonian-Carboniferous boundary in South China (S-Guizhou and N-Guangxi). 8:1-281
